project_type,project_description,project_phase_name,project_status_name,dsf_number_s,failure
SCA CIP,Flood elimination,"CM, F&E",PNS,DSF: 0000877872,False
SCA CIP,Fire alarm system replacement,Construction,In-Progress,DSF: 0000837585,False
SCA CIP,Fire alarm system replacement,"CM, F&E",In-Progress,DSF: 0000837585,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845015,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845020,False
SCA CIP,Flood elimination,Scope,Complete,DSF: 0000837609,True
SCA CIP,Flood elimination,Design,Complete,DSF: 0000837609,False
SCA CIP,Flood elimination,Construction,PNS,DSF: 0000837609,False
SCA CIP,Flood elimination,"CM, F&E",PNS,DSF: 0000837609,False
SCA CIP RESOA,Fy17 reso a playground redevelopment,Scope,Complete,DSF: 0000844241,False
SCA CIP,Masonry/roofs/parapets,Design,Complete,"DSF: 0000833964, 0000833966, 0000844152",False
SCA CIP,Masonry/roofs/parapets,Construction,In-Progress,"DSF: 0000833964, 0000833966, 0000844152",False
SCA CIP,Masonry/roofs/parapets,"CM, F&E",In-Progress,"DSF: 0000833964, 0000833966, 0000844152",False
SCA IEH,Ieh po18-principal's office,Construction,Complete,DSF: 0000046972,False
SCA CIP,Auditorium upgrade,Scope,Complete,DSF: 0000743071,False
SCA CIP,Auditorium upgrade,Design,Complete,DSF: 0000743071,False
SCA CIP,Auditorium upgrade,Construction,PNS,DSF: 0000743071,False
SCA CIP,Auditorium upgrade,"CM, F&E",PNS,DSF: 0000743071,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844491,False
SCA CIP,Parapets/exterior masonry/roofs,Scope,Complete,"DSF: 0000766068, 0000766069, 0000878637",False
SCA CIP,Parapets/exterior masonry/roofs,Design,Complete,"DSF: 0000766068, 0000766069, 0000878637",False
SCA CIP,Parapets/exterior masonry/roofs,Construction,PNS,"DSF: 0000766068, 0000766069, 0000878637",False
SCA CIP,Parapets/exterior masonry/roofs,"CM, F&E",PNS,"DSF: 0000766068, 0000766069, 0000878637",False
SCA IEH,Ieh po18-wall food service,Construction,In-Progress,DSF: 0000049446,False
DIIT - PROJECT CONNE,Data/voice & wireless network cable,Purch & Install,In-Progress,DSF: 0000800165,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844493,False
DOE - LEAD PAINT,Lead paint abatement,Construction,In-Progress,DSF:,False
DOE- RESOA,Fy18 reso a toilets-students,Construction,In-Progress,DSF: 0000867394,True
SCA CIP,Low volt electrical systems,Scope,Complete,DSF: 0000721890,False
SCA CIP,Low volt electrical systems,Design,Complete,DSF: 0000721890,False
SCA CIP,Low volt electrical systems,Construction,In-Progress,DSF: 0000721890,True
SCA CIP,Low volt electrical systems,"CM, F&E",In-Progress,DSF: 0000721890,True
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845084,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000812069,False
DOE - SKILLED TRADES,Ac initiative,Construction,In-Progress,DSF: 0000856093,False
SCA CIP,Planyc boiler cnvrsn/planyc climate ctrl,Scope,Complete,"DSF: 0000788791, 0000798274",False
SCA CIP,Planyc boiler cnvrsn/planyc climate ctrl,Design,Complete,"DSF: 0000788791, 0000798274",False
SCA CIP,Planyc boiler cnvrsn/planyc climate ctrl,Construction,Complete,"DSF: 0000788791, 0000798274",False
SCA CIP,Planyc boiler cnvrsn/planyc climate ctrl,"CM, F&E",Complete,"DSF: 0000788791, 0000798274",False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844566,False
SCA CIP,Tcu removal/playground redevelopment,Scope,Complete,DSF: 0000844057,True
SCA CIP,Tcu removal/playground redevelopment,Design,Complete,DSF: 0000844057,False
SCA CIP,Tcu removal/playground redevelopment,Construction,PNS,DSF: 0000844057,False
SCA CIP,Tcu removal/playground redevelopment,"CM, F&E",PNS,DSF: 0000844057,False
SCA IEH,Ieh po18-room 207,Construction,Complete,DSF: 0000037466,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000843644,False
SCA IEH,"Ieh po18-rooms 202, 204, 210",Construction,In-Progress,DSF: 0000046447,False
SCA IEH,"Ieh po18-rooms 101, 105, 106, 409a/b",Construction,Complete,DSF: 0000047313,False
SCA IEH,"Ieh po18-rooms 401, 402, 402, 450",Construction,In-Progress,DSF: 0000048608,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844494,False
DOE - LEAD PAINT,Lead paint abatement,Construction,Complete,DSF:,False
DOE - LEAD PAINT,Lead paint abatement,Construction,Complete,DSF:,False
DOE- RESOA,Fy18 reso a toilets-students,Construction,In-Progress,DSF: 0000867393,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000867271,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000867271,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000867271,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000867271,False
SCA IEH,Ieh po18-room 205,Construction,Complete,DSF: 0000048386,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844496,False
SCA CIP,Accessibility,Scope,Complete,DSF: 0000800329,False
SCA CIP,Accessibility,Design,In-Progress,DSF: 0000800329,True
SCA CIP,Accessibility,Construction,PNS,DSF: 0000800329,False
SCA CIP,Windows/roofs/ext masonry/parapets,Scope,Complete,"DSF: 0000789064, 0000789066, 0000812370, 0000812371",False
SCA CIP,Windows/roofs/ext masonry/parapets,Design,Complete,"DSF: 0000789064, 0000789066, 0000812370, 0000812371",False
SCA CIP,Windows/roofs/ext masonry/parapets,Construction,PNS,"DSF: 0000789064, 0000789066, 0000812370, 0000812371",False
SCA CIP,Windows/roofs/ext masonry/parapets,"CM, F&E",PNS,"DSF: 0000789064, 0000789066, 0000812370, 0000812371",False
SCA IEH,"Ieh po18-rooms 504, 514",Construction,Complete,DSF: 0000025374,True
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000777148,True
DOE- RESOA,Fy15 reso a windows,Construction,PNS,DSF: 0000800446,False
SCA CIP,Ada upgrade,Scope,Complete,DSF: 0000730986,True
SCA CIP,Ada upgrade,Design,Complete,DSF: 0000730986,False
SCA CIP,Ada upgrade,Construction,In-Progress,DSF: 0000730986,False
SCA CIP,Ada upgrade,"CM, F&E",In-Progress,DSF: 0000730986,False
DOE- RESOA,Fy16 reso a gymnasium upgrade,Construction,In-Progress,DSF: 0000822907,False
DOE- RESOA,Fy16 reso a auditorium upgrade,Construction,In-Progress,DSF: 0000822908,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Scope,PNS,DSF: 0000867309,True
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Design,PNS,DSF: 0000867309,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Construction,PNS,DSF: 0000867309,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,"CM, F&E",PNS,DSF: 0000867309,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000867263,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000867263,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000867263,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000867263,False
SCA IEH,Ieh po18-room 315,Construction,Complete,DSF: 0000048727,False
DOE - SKILLED TRADES,Ctf-room conversion,Construction,In-Progress,DSF: 0000844123,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866029,False
SCA CAPACITY,Addition,Scope,Complete,DSF: 0000798199,False
SCA CAPACITY,Addition,Design,Complete,DSF: 0000798199,False
SCA CAPACITY,Addition,Construction,In-Progress,DSF: 0000798199,False
SCA CAPACITY,Addition,"CM,Art,F&E",In-Progress,DSF: 0000798199,False
SCA CAPACITY,Addition,Scope,Complete,DSF: 0000798195,False
SCA CAPACITY,Addition,Design,Complete,DSF: 0000798195,False
SCA CAPACITY,Addition,Construction,In-Progress,DSF: 0000798195,False
SCA CAPACITY,Addition,"CM,Art,F&E",In-Progress,DSF: 0000798195,False
SCA CIP,Demolition for p.s. 143 - queens,Scope,Complete,DSF: 0000798195,False
SCA CIP,Demolition for p.s. 143 - queens,Design,Complete,DSF: 0000798195,False
SCA CIP,Demolition for p.s. 143 - queens,Construction,Complete,DSF: 0000798195,False
SCA CIP,Demolition for p.s. 143 - queens,"CM, F&E",Complete,DSF: 0000798195,False
SCA IEH,Ieh po18-3rd fl bathroom,Construction,Complete,DSF: 0000046446,False
SCA IEH,Ieh po18-gymnasium,Construction,Complete,DSF: 0000047965,False
DOE - SKILLED TRADES,Ace- steam system upgrade,Construction,Complete,DSF: 0000799826,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866036,False
SCA CIP,Cracked loose window sills/roofs/parapets/masonry,Scope,Complete,"DSF: 0000857427, 0000866089, 0000866090, 0000866320",False
SCA CIP,Cracked loose window sills/roofs/parapets/masonry,Design,Complete,"DSF: 0000857427, 0000866089, 0000866090, 0000866320",False
SCA CIP,Cracked loose window sills/roofs/parapets/masonry,Construction,PNS,"DSF: 0000857427, 0000866089, 0000866090, 0000866320",False
SCA CIP,Cracked loose window sills/roofs/parapets/masonry,"CM, F&E",PNS,"DSF: 0000857427, 0000866089, 0000866090, 0000866320",False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845083,False
SCA CIP,Exterior masonry/parapets,Scope,Complete,"DSF: 0000814110, 0000843865",False
SCA CIP,Exterior masonry/parapets,Design,Complete,"DSF: 0000814110, 0000843865",False
SCA CIP,Exterior masonry/parapets,Construction,PNS,"DSF: 0000814110, 0000843865",False
SCA CIP,Exterior masonry/parapets,"CM, F&E",PNS,"DSF: 0000814110, 0000843865",False
SCA CIP,Playground redevelopment,Scope,Complete,DSF: 0000843655,True
SCA CIP,Playground redevelopment,Design,Complete,DSF: 0000843655,False
SCA CIP,Playground redevelopment,Construction,PNS,DSF: 0000843655,False
SCA CIP,Playground redevelopment,"CM, F&E",PNS,DSF: 0000843655,False
SCA CIP,Planyc boiler/planyc climate control,Scope,Complete,"DSF: 0000790833, 0000798372",False
SCA CIP,Planyc boiler/planyc climate control,Design,In-Progress,"DSF: 0000790833, 0000798372",True
SCA CIP,Planyc boiler/planyc climate control,Construction,PNS,"DSF: 0000790833, 0000798372",False
SCA CIP,Planyc boiler/planyc climate control,"CM, F&E",PNS,"DSF: 0000790833, 0000798372",False
SCA IEH,Ieh po18-crawl space,Construction,Complete,DSF: 0000047868,False
DOE- RESOA,Fy18 reso a toilets-students,Construction,In-Progress,DSF: 0000867406,True
SCA IEH,Soil remediation associated with ex,Construction,Complete,DSF: 0000775915,False
SCA IEH,Ieh po18-hallway near room g9,Construction,Complete,DSF: 0000047765,False
DOE- RESOA,Fy16 reso a auditorium upgrade,Construction,In-Progress,DSF: 0000823080,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866047,False
SCA CIP,Ip digital video surveillance system,Scope,Complete,DSF: 0000868130,False
SCA CIP,Ip digital video surveillance system,Design,In-Progress,DSF: 0000868130,False
SCA CIP,Ip digital video surveillance system,Construction,PNS,DSF: 0000868130,False
SCA CIP,Ip digital video surveillance system,"CM, F&E",PNS,DSF: 0000868130,False
SCA CAPACITY,Addition,Scope,Complete,DSF: 0000821576,False
SCA CAPACITY,Addition,Design,Complete,DSF: 0000821576,False
SCA CAPACITY,Addition,Construction,In-Progress,DSF: 0000821576,False
SCA CAPACITY,Addition,"CM,Art,F&E",In-Progress,DSF: 0000821576,False
DOE - SKILLED TRADES,Ada shelter compliance,Construction,In-Progress,DSF: 0000865866,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776825,True
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776824,True
DCAS/NYPA,High efficiency lighting system,Construction,In-Progress,DSF:,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845007,False
DOE - LEAD PAINT,Lead paint abatement,Construction,Complete,DSF:,False
DOE - LEAD PAINT,Lead paint abatement,Construction,Complete,DSF:,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776877,True
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844351,False
SCA CIP,Roofs/windows/parapets,Scope,Complete,"DSF: 0000782401, 0000805706, 0000822187",False
SCA CIP,Roofs/windows/parapets,Design,Complete,"DSF: 0000782401, 0000805706, 0000822187",False
SCA CIP,Roofs/windows/parapets,Construction,In-Progress,"DSF: 0000782401, 0000805706, 0000822187",False
SCA CIP,Roofs/windows/parapets,"CM, F&E",In-Progress,"DSF: 0000782401, 0000805706, 0000822187",False
SCA CIP RESOA,Fy17 reso a library upgrades,Scope,Complete,DSF: 0000844173,False
SCA CIP RESOA,Fy17 reso a library upgrades,Design,Complete,DSF: 0000844173,False
SCA CIP RESOA,Fy17 reso a library upgrades,Construction,PNS,DSF: 0000844173,False
SCA CIP RESOA,Fy17 reso a library upgrades,"CM, F&E",PNS,DSF: 0000844173,False
SCA IEH,Ieh po18-ceiling tiles in locker rooms & 1st fl se,Construction,Complete,DSF: 0000047427,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776896,True
SCA CIP,Tcu removal/playground redevelopment,Scope,Complete,DSF: 0000843816,False
SCA CIP,Tcu removal/playground redevelopment,Design,Complete,DSF: 0000843816,False
SCA CIP,Tcu removal/playground redevelopment,Construction,Complete,DSF: 0000843816,False
SCA CIP,Tcu removal/playground redevelopment,"CM, F&E",Complete,DSF: 0000843816,True
SCA CIP,Eny science lab upgrades,Scope,Complete,DSF: 0000865799,False
SCA CIP,Eny science lab upgrades,Design,Complete,DSF: 0000865799,False
SCA CIP,Eny science lab upgrades,Construction,In-Progress,DSF: 0000865799,False
SCA CIP,Eny science lab upgrades,"CM, F&E",In-Progress,DSF: 0000865799,False
SCA CIP,Eny auditorium upgrade,Scope,Complete,DSF: 0000865798,False
SCA CIP,Eny auditorium upgrade,Design,Complete,DSF: 0000865798,False
SCA CIP,Eny auditorium upgrade,Construction,PNS,DSF: 0000865798,False
SCA CIP,Eny auditorium upgrade,"CM, F&E",PNS,DSF: 0000865798,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000866681,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000866681,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000866681,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000866681,False
FAST TRACK PROJECTS,Ctf-room conversion,Construction,Complete,DSF: 0000821663,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776905,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000867240,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000867240,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000867240,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000867240,False
SCA CIP,Planyc playground,Scope,Complete,DSF: 0000844016,False
SCA CIP,Planyc playground,Design,Complete,DSF: 0000844016,False
SCA CIP,Planyc playground,Construction,In-Progress,DSF: 0000844016,False
SCA CIP,Planyc playground,"CM, F&E",In-Progress,DSF: 0000844016,False
SCA CIP,Partial accessibility ramps,Scope,Complete,DSF: 0000866313,True
SCA CIP,Partial accessibility ramps,Design,In-Progress,DSF: 0000866313,True
SCA CIP,Partial accessibility ramps,Construction,PNS,DSF: 0000866313,False
SCA CIP,Partial accessibility ramps,"CM, F&E",PNS,DSF: 0000866313,False
SCA CIP RESOA,Fy17 reso a dance room upgrade,Scope,Complete,DSF: 0000844760,False
SCA CIP RESOA,Fy17 reso a dance room upgrade,Design,PNS,DSF: 0000844760,False
SCA CIP RESOA,Fy17 reso a dance room upgrade,Construction,PNS,DSF: 0000844760,False
SCA CIP RESOA,Fy17 reso a dance room upgrade,"CM, F&E",PNS,DSF: 0000844760,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000867242,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000867242,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000867242,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000867242,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000868045,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000868045,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000868045,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000868045,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844269,False
SCA CIP,Ip surveillance cameras,Scope,Complete,DSF: 0000843861,False
SCA CIP,Ip surveillance cameras,Design,Complete,DSF: 0000843861,False
SCA CIP,Ip surveillance cameras,Construction,PNS,DSF: 0000843861,False
SCA CIP,Ip surveillance cameras,"CM, F&E",PNS,DSF: 0000843861,False
SCA CIP,Eny culinary arts room upgrade,Scope,Complete,DSF: 0000865803,False
SCA CIP,Eny culinary arts room upgrade,Design,PNS,DSF: 0000865803,False
SCA CIP,Eny culinary arts room upgrade,Construction,PNS,DSF: 0000865803,False
SCA CIP,Eny culinary arts room upgrade,"CM, F&E",PNS,DSF: 0000865803,False
SCA CIP,Eny auditorium upgrade,Scope,Complete,DSF: 0000865804,False
SCA CIP,Eny auditorium upgrade,Design,Complete,DSF: 0000865804,False
SCA CIP,Eny auditorium upgrade,Construction,PNS,DSF: 0000865804,False
SCA CIP,Eny auditorium upgrade,"CM, F&E",PNS,DSF: 0000865804,False
SCA CIP,Coping and ledges,Scope,In-Progress,DSF: 0000048586,False
SCA CIP,Coping and ledges,Design,PNS,DSF: 0000048586,False
SCA CIP,Coping and ledges,Construction,PNS,DSF: 0000048586,False
SCA CIP,Coping and ledges,"CM, F&E",PNS,DSF: 0000048586,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000866685,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000866685,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000866685,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000866685,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Scope,PNS,DSF: 0000867300,True
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Design,PNS,DSF: 0000867300,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Construction,PNS,DSF: 0000867300,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,"CM, F&E",PNS,DSF: 0000867300,False
SCA IEH,Ieh po18-various areas,Construction,Complete,DSF: 0000047469,False
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,Scope,PNS,DSF: 0000866374,True
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,Design,PNS,DSF: 0000866374,False
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,Construction,PNS,DSF: 0000866374,False
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,"CM, F&E",PNS,DSF: 0000866374,False
SCA CIP,Ip surveillance cameras,Scope,Complete,DSF: 0000843846,False
SCA CIP,Ip surveillance cameras,Design,Complete,DSF: 0000843846,True
SCA CIP,Ip surveillance cameras,Construction,In-Progress,DSF: 0000843846,False
SCA CIP,Ip surveillance cameras,"CM, F&E",In-Progress,DSF: 0000843846,False
SCA CIP,Water infiltration,Scope,Complete,DSF: 0000783396,False
SCA CIP,Water infiltration,Design,Complete,DSF: 0000783396,False
SCA CIP,Water infiltration,Construction,PNS,DSF: 0000783396,False
SCA CIP,Water infiltration,"CM, F&E",PNS,DSF: 0000783396,False
SCA CIP RESOA,Fy14 reso a gymnasium upgrade,Scope,Complete,DSF: 0000798753,False
SCA CIP RESOA,Fy14 reso a gymnasium upgrade,Design,Complete,DSF: 0000798753,False
SCA CIP RESOA,Fy14 reso a gymnasium upgrade,Construction,In-Progress,DSF: 0000798753,True
SCA CIP RESOA,Fy14 reso a gymnasium upgrade,"CM, F&E",In-Progress,DSF: 0000798753,True
SCA CIP RESOA,Fy16 reso a auditorium upgrade,Scope,Complete,DSF: 0000822894,True
SCA CIP RESOA,Fy16 reso a auditorium upgrade,Design,PNS,DSF: 0000822894,False
SCA CIP RESOA,Fy16 reso a auditorium upgrade,Construction,PNS,DSF: 0000822894,False
SCA CIP RESOA,Fy16 reso a auditorium upgrade,"CM, F&E",PNS,DSF: 0000822894,False
