,project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_status_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure
3190,2,M167,I.S. 167 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,88000,88000.0,0.0,DSF: 0000866394,False
3191,2,M167,I.S. 167 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000.0,0.0,DSF: 0000866394,False
3192,2,M167,I.S. 167 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,Complete,12/11/2017,02/12/2018,12/27/2017,0,137.0,137.0,DSF: 0000867226,False
3193,2,M167,I.S. 167 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,18000,17863.0,546.0,DSF: 0000867226,False
3194,2,M167,I.S. 167 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,264000,264000.0,0.0,DSF: 0000867226,False
3195,2,M167,I.S. 167 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,18000,18000.0,0.0,DSF: 0000867226,False
3196,2,M167,I.S. 167 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/19/2017,07/19/2017,08/18/2017,100000,99250.0,99250.0,DSF: 0000844426,False
3197,2,M167,I.S. 167 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/19/2017,07/19/2017,08/18/2017,230000,228268.0,228268.0,DSF: 0000845128,False
3198,2,M167,I.S. 167 - MANHATTAN,DOE - Skilled Trades,CAFETERIA SERVING LINES,Construction,In-Progress,05/01/2017,DOES,,DOES,450000.0,0.0,DSF: 0000821602,True
3199,2,M167,I.S. 167 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/07/2017,DOES,,DOES,170000.0,1286.0,DSF: 0000866007,False
3200,2,M169,M169 SPED - MANHATTAN,SCA IEH,IEH PO18-VARIOUS,Construction,Complete,10/12/2016,IEH,10/03/2017,IEH,1657.0,1657.0,DSF: 0000043345,False
3201,2,M169,M169 SPED - MANHATTAN,SCA IEH,IEH PO18-1ST FLOOR,Construction,Complete,05/25/2017,IEH,08/20/2017,IEH,258902.0,4902.0,DSF: 0000046973,False
3202,2,M169,M169 SPED - MANHATTAN,SCA IEH,IEH PO18-1ST FLOOR,Construction,Complete,06/12/2017,IEH,11/29/2017,IEH,0.0,0.0,DSF: 0000047245,True
3203,2,M169,M169 SPED - MANHATTAN,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,Complete,06/24/2013,12/31/2013,09/30/2017,DIIX,164632.0,164632.0,DSF: 0000776257,True
3204,2,M183,P.S. 183 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/FLOOD ELIMINATION/ PARAPETS/ROOFS,Scope,Complete,05/24/2012,10/10/2012,10/18/2012,201197,214223.0,214223.0,"DSF: 0000753130, 0000777289, 0000777290, 0000799938",False
3205,2,M183,P.S. 183 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/FLOOD ELIMINATION/ PARAPETS/ROOFS,Design,Complete,09/03/2013,02/06/2014,04/25/2014,789355,463204.0,447808.0,"DSF: 0000753130, 0000777289, 0000777290, 0000799938",False
3206,2,M183,P.S. 183 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/FLOOD ELIMINATION/ PARAPETS/ROOFS,Construction,In-Progress,09/15/2014,12/02/2016,,13415475,12321449.0,11631156.0,"DSF: 0000753130, 0000777289, 0000777290, 0000799938",False
3207,2,M183,P.S. 183 - MANHATTAN,SCA CIP,EXTERIOR MASONRY/FLOOD ELIMINATION/ PARAPETS/ROOFS,"CM, F&E",In-Progress,09/15/2014,12/02/2016,,1139520,679553.0,679553.0,"DSF: 0000753130, 0000777289, 0000777290, 0000799938",False
3208,2,M183,P.S. 183 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL/VENTILATION,Scope,Complete,05/15/2017,10/16/2017,07/07/2017,79770,43306.0,43306.0,"DSF: 0000798268, 0000798269, 0000853963",False
3209,2,M183,P.S. 183 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL/VENTILATION,Design,Complete,07/17/2017,12/18/2017,10/20/2017,310679,174705.0,173202.0,"DSF: 0000798268, 0000798269, 0000853963",False
3210,2,M183,P.S. 183 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL/VENTILATION,Construction,PNS,PNS,PNS,PNS,5071239,5071239.0,5083.0,"DSF: 0000798268, 0000798269, 0000853963",False
3211,2,M183,P.S. 183 - MANHATTAN,SCA CIP,PLANYC BOILER/PLANYC CLIMATE CONTROL/VENTILATION,"CM, F&E",PNS,PNS,PNS,PNS,481473,481473.0,13389.0,"DSF: 0000798268, 0000798269, 0000853963",False
3212,2,M183,P.S. 183 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867385,True
3213,2,M183,P.S. 183 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Design,PNS,PNS,PNS,PNS,36000,36000.0,0.0,DSF: 0000867385,False
3214,2,M183,P.S. 183 - MANHATTAN,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,36000,36000.0,0.0,DSF: 0000867385,False
3215,2,M183,P.S. 183 - MANHATTAN,SCA IEH,IEH PO18-ROOM 503,Construction,Complete,06/22/2017,IEH,07/01/2017,IEH,36996.0,3380.0,DSF: 0000047411,False
3216,2,M190,P.S. 290 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/ROOFS/PARAPETS,Scope,In-Progress,12/18/2017,05/04/2018,,61782,61782.0,0.0,"DSF: 0000876611, 0000876613, 0000876614",True
3217,2,M190,P.S. 290 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/ROOFS/PARAPETS,Design,PNS,PNS,PNS,PNS,226531,226531.0,0.0,"DSF: 0000876611, 0000876613, 0000876614",False
3218,2,M190,P.S. 290 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/ROOFS/PARAPETS,Construction,PNS,PNS,PNS,PNS,2399164,2399164.0,0.0,"DSF: 0000876611, 0000876613, 0000876614",False
3219,2,M190,P.S. 290 - MANHATTAN,SCA CIP,FLOOD ELIMINATION/ROOFS/PARAPETS,"CM, F&E",PNS,PNS,PNS,PNS,556029,556029.0,0.0,"DSF: 0000876611, 0000876613, 0000876614",False
3220,2,M190,P.S. 290 - MANHATTAN,SCA CIP RESOA,FY15 RESO A - GREENROOF,Scope,Complete,12/02/2015,05/04/2016,11/21/2016,0,145249.0,141883.0,DSF: 0000754506,False
3221,2,M190,P.S. 290 - MANHATTAN,SCA CIP RESOA,FY15 RESO A - GREENROOF,Design,In-Progress,04/20/2017,09/20/2017,,98914,199810.0,117848.0,DSF: 0000754506,False
3222,2,M190,P.S. 290 - MANHATTAN,SCA CIP RESOA,FY15 RESO A - GREENROOF,Construction,PNS,PNS,PNS,PNS,1450742,1450742.0,51283.0,DSF: 0000754506,False
3223,2,M190,P.S. 290 - MANHATTAN,SCA CIP RESOA,FY15 RESO A - GREENROOF,"CM, F&E",PNS,PNS,PNS,PNS,98914,98914.0,35739.0,DSF: 0000754506,False
3224,2,M198,P.S. 198 - MANHATTAN,SCA CIP,WINDOWS/ROOFS/PARAPETS,Scope,Complete,02/13/2014,06/30/2014,08/14/2014,124905,93414.0,93414.0,"DSF: 0000786768, 0000786769, 0000786770",False
3225,2,M198,P.S. 198 - MANHATTAN,SCA CIP,WINDOWS/ROOFS/PARAPETS,Design,Complete,10/01/2014,03/09/2015,04/06/2016,494872,382890.0,320192.0,"DSF: 0000786768, 0000786769, 0000786770",False
3226,2,M198,P.S. 198 - MANHATTAN,SCA CIP,WINDOWS/ROOFS/PARAPETS,Construction,In-Progress,05/15/2017,11/05/2018,,8852502,8038026.0,318024.0,"DSF: 0000786768, 0000786769, 0000786770",False
3227,2,M198,P.S. 198 - MANHATTAN,SCA CIP,WINDOWS/ROOFS/PARAPETS,"CM, F&E",In-Progress,05/15/2017,11/05/2018,,644650,105364.0,105011.0,"DSF: 0000786768, 0000786769, 0000786770",False
3228,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY16 RESO A CAFETERIA UPGRADE,Scope,Complete,01/08/2016,05/10/2016,03/18/2016,0,8861.0,8861.0,DSF: 0000822316,False
3229,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY16 RESO A CAFETERIA UPGRADE,Design,Complete,03/23/2016,08/05/2016,07/06/2016,17181,32751.0,32751.0,DSF: 0000822316,False
3230,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY16 RESO A CAFETERIA UPGRADE,Construction,Complete,05/08/2017,10/04/2017,08/15/2017,251991,134527.0,37227.0,DSF: 0000822316,False
3231,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY16 RESO A CAFETERIA UPGRADE,"CM, F&E",Complete,05/08/2017,10/04/2017,08/15/2017,125324,129695.0,129352.0,DSF: 0000822316,False
3232,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866425,True
3233,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,3000,3000.0,0.0,DSF: 0000866425,False
3234,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,44000,44000.0,0.0,DSF: 0000866425,False
3235,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,3000,3000.0,0.0,DSF: 0000866425,False
3236,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866420,True
3237,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,6000,6000.0,0.0,DSF: 0000866420,False
3238,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,88000,88000.0,0.0,DSF: 0000866420,False
3239,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000.0,0.0,DSF: 0000866420,False
3240,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,PNS,PNS,PNS,PNS,0,68.0,68.0,DSF: 0000867352,False
3241,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,PNS,PNS,PNS,PNS,30000,29932.0,273.0,DSF: 0000867352,False
3242,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,440000,440000.0,0.0,DSF: 0000867352,False
3243,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,"CM, F&E",PNS,PNS,PNS,PNS,30000,30000.0,0.0,DSF: 0000867352,False
3244,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/27/2017,08/28/2017,07/26/2017,0,11600.0,11600.0,DSF: 0000844812,False
3245,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,15000,3400.0,1375.0,DSF: 0000844812,False
3246,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,220000,220000.0,3842.0,DSF: 0000844812,False
3247,2,M198,P.S. 198 - MANHATTAN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,15000,15000.0,4219.0,DSF: 0000844812,False
3248,2,M198,P.S. 198 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/01/2017,01/15/2018,07/24/2017,35000,34737.0,34737.0,DSF: 0000845168,False
3249,2,M271,P.S./I.S. 217 - MANHATTAN,SCA CIP RESOA,FY14 RESO A GREEN ROOF,Scope,Complete,05/12/2016,09/27/2016,07/20/2016,0,24264.0,24264.0,DSF: 0000777343,False
3250,2,M271,P.S./I.S. 217 - MANHATTAN,SCA CIP RESOA,FY14 RESO A GREEN ROOF,Design,Complete,08/09/2016,01/12/2017,12/08/2017,89100,79776.0,45944.0,DSF: 0000777343,False
3251,2,M271,P.S./I.S. 217 - MANHATTAN,SCA CIP RESOA,FY14 RESO A GREEN ROOF,Construction,PNS,PNS,PNS,PNS,1306800,1306800.0,227.0,DSF: 0000777343,False
3252,2,M271,P.S./I.S. 217 - MANHATTAN,SCA CIP RESOA,FY14 RESO A GREEN ROOF,"CM, F&E",PNS,PNS,PNS,PNS,89100,89100.0,5444.0,DSF: 0000777343,False
3253,2,M271,P.S./I.S. 217 ROOSEVELT ISLAND,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,12/07/2017,01/06/2018,,35000,34736.0,34736.0,DSF: 0000845170,True
3254,2,M276,P.S./I.S. 276 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/22/2017,01/15/2018,08/17/2017,100000,99250.0,99250.0,DSF: 0000844383,False
3255,2,M323,I.S. 323 - MANHATTAN,SCA Capacity,NEW SCHOOL,Scope,Complete,08/14/2013,10/07/2013,10/28/2013,2470500,2014659.0,2014653.0,DSF: 0000798235,False
3256,2,M323,I.S. 323 - MANHATTAN,SCA Capacity,NEW SCHOOL,Design,Complete,10/29/2013,06/02/2014,11/18/2014,7905600,6600187.0,6110071.0,DSF: 0000798235,False
3257,2,M323,I.S. 323 - MANHATTAN,SCA Capacity,NEW SCHOOL,Construction,In-Progress,03/09/2015,06/15/2017,,110876040,115006550.0,79347056.0,DSF: 0000798235,False
3258,2,M323,I.S. 323 - MANHATTAN,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",In-Progress,03/09/2015,06/15/2017,,15613560,9047398.0,3623073.0,DSF: 0000798235,False
3259,2,M323,M000 - MANHATTAN,SCA CIP RESOA,FY17 RESO A GREEN ROOF,Scope,Complete,01/11/2017,01/11/2017,01/11/2017,0,0.0,0.0,DSF: 0000844806,False
3260,2,M323,M000 - MANHATTAN,SCA CIP RESOA,FY17 RESO A GREEN ROOF,Design,Complete,01/11/2017,06/13/2017,04/20/2017,21000,21000.0,0.0,DSF: 0000844806,False
3261,2,M323,M000 - MANHATTAN,SCA CIP RESOA,FY17 RESO A GREEN ROOF,Construction,In-Progress,03/09/2015,06/15/2017,,308000,308000.0,0.0,DSF: 0000844806,False
3262,2,M323,M000 - MANHATTAN,SCA CIP RESOA,FY17 RESO A GREEN ROOF,"CM, F&E",In-Progress,03/09/2015,06/15/2017,,21000,21000.0,1218.0,DSF: 0000844806,False
3263,2,M440,HUMANITIES PREPARATORY ACAD,SCA CIP RESOA,FY14 RESO A ELECTRICAL UPGRADE,Scope,Complete,03/25/2014,07/24/2014,11/06/2014,0,20579.0,20579.0,DSF: 0000798828,False
3264,2,M440,HUMANITIES PREPARATORY ACAD,SCA CIP RESOA,FY14 RESO A ELECTRICAL UPGRADE,Design,Complete,07/15/2015,12/01/2015,07/28/2016,43500,72485.0,70296.0,DSF: 0000798828,False
3265,2,M440,HUMANITIES PREPARATORY ACAD,SCA CIP RESOA,FY14 RESO A ELECTRICAL UPGRADE,Construction,PNS,PNS,PNS,PNS,638000,2496321.0,18041.0,DSF: 0000798828,False
3266,2,M440,HUMANITIES PREPARATORY ACAD,SCA CIP RESOA,FY14 RESO A ELECTRICAL UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,43500,170204.0,14441.0,DSF: 0000798828,False
3267,2,M440,LANDMARK HS - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/22/2017,01/15/2018,08/24/2017,100000,99220.0,99220.0,DSF: 0000844392,False
3268,2,M440,LANDMARK HS - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/22/2017,01/15/2018,08/24/2017,101000,100243.0,100243.0,DSF: 0000845161,False
3269,2,M440,LANDMARK HS - MANHATTAN,DOE- RESOA,FY15 RESO A ROOM CONVERSIONS / PART,Construction,In-Progress,04/08/2016,DOER,,93000,93000.0,0.0,DSF: 0000800468,False
3270,2,M440,JAMES BALDWIN SCHOOL - MANHATT,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,10/12/2016,DOES,,DOES,196107.0,196107.0,DSF: 0000822656,False
3271,2,M440,HUDSON HS OF LEARNING TECH - M,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/06/2017,DOES,,DOES,170000.0,1882.0,DSF: 0000866011,False
3272,2,M445,NEW DESIGN HS - MANHATTAN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,10/04/2017,02/05/2018,11/29/2017,10476,1868.0,1868.0,DSF: 0000867043,False
3273,2,M445,NEW DESIGN HS - MANHATTAN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,11/29/2017,05/25/2018,,38413,38413.0,7471.0,DSF: 0000867043,False
3274,2,M445,NEW DESIGN HS - MANHATTAN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,PNS,PNS,PNS,PNS,406825,406825.0,0.0,DSF: 0000867043,False
3275,2,M445,NEW DESIGN HS - MANHATTAN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,148880,148880.0,1548.0,DSF: 0000867043,False
3276,2,M445,ESSEX STREET ACADEMY - MANHATT,SCA CIP RESOA,FY17 RESO A BOYS LOCKER ROOM UPGRADE,Scope,In-Progress,12/15/2017,04/19/2018,,0,154.0,154.0,DSF: 0000844183,True
3277,2,M445,ESSEX STREET ACADEMY - MANHATT,SCA CIP RESOA,FY17 RESO A BOYS LOCKER ROOM UPGRADE,Design,PNS,PNS,PNS,PNS,42000,41846.0,615.0,DSF: 0000844183,False
3278,2,M445,ESSEX STREET ACADEMY - MANHATT,SCA CIP RESOA,FY17 RESO A BOYS LOCKER ROOM UPGRADE,Construction,PNS,PNS,PNS,PNS,616000,616000.0,0.0,DSF: 0000844183,False
3279,2,M445,ESSEX STREET ACADEMY - MANHATT,SCA CIP RESOA,FY17 RESO A BOYS LOCKER ROOM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,42000,42000.0,0.0,DSF: 0000844183,False
3280,2,M445,ESSEX STREET ACADEMY - MANHATT,DOE- RESOA,FY16 RESO A ROOM CONVERSIONS / PART,Construction,PNS,PNS,PNS,PNS,120000,120000.0,0.0,DSF: 0000822729,False
3281,2,M451,LIBERTY HS ACADEMY FOR NEWCOME,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866403,True
3282,2,M451,LIBERTY HS ACADEMY FOR NEWCOME,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,15000,15000.0,0.0,DSF: 0000866403,False
3283,2,M451,LIBERTY HS ACADEMY FOR NEWCOME,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,220000,220000.0,0.0,DSF: 0000866403,False
3284,2,M451,LIBERTY HS ACADEMY FOR NEWCOME,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,15000,15000.0,0.0,DSF: 0000866403,False
3285,2,M460,WASHINGTON IRVING H.S.,SCA CIP,WATER STORAGE TANK,Scope,Complete,05/06/2009,09/08/2009,10/27/2009,23790,71644.0,71644.0,DSF: 0000675235,True
3286,2,M460,WASHINGTON IRVING H.S.,SCA CIP,WATER STORAGE TANK,Design,Complete,03/03/2010,09/24/2010,08/27/2010,83266,236298.0,204520.0,DSF: 0000675235,True
3287,2,M460,WASHINGTON IRVING H.S.,SCA CIP,WATER STORAGE TANK,Construction,In-Progress,10/11/2011,11/03/2012,,1350096,2509750.0,2077932.0,DSF: 0000675235,True
3288,2,M460,WASHINGTON IRVING H.S.,SCA CIP,WATER STORAGE TANK,"CM, F&E",In-Progress,10/11/2011,11/03/2012,,95161,632018.0,615914.0,DSF: 0000675235,True
3289,2,M460,WASHINGTON IRVING HS - M,SCA CIP,EXT. MASONRY/ROOF/PARAPET/ FLOOD ELIM./WINDOWS/GYM,Scope,Complete,01/18/2013,06/05/2013,11/20/2013,663906,220619.0,217479.0,"DSF: 0000764372, 0000786993, 0000786994, 0000799952, 0000799953, 0000821658",False
3290,2,M460,WASHINGTON IRVING HS - M,SCA CIP,EXT. MASONRY/ROOF/PARAPET/ FLOOD ELIM./WINDOWS/GYM,Design,Complete,05/08/2014,10/08/2014,05/06/2015,2645233,1089400.0,774077.0,"DSF: 0000764372, 0000786993, 0000786994, 0000799952, 0000799953, 0000821658",False
3291,2,M460,WASHINGTON IRVING HS - M,SCA CIP,EXT. MASONRY/ROOF/PARAPET/ FLOOD ELIM./WINDOWS/GYM,Construction,In-Progress,12/12/2016,12/11/2019,,48665204,44414510.0,9243952.0,"DSF: 0000764372, 0000786993, 0000786994, 0000799952, 0000799953, 0000821658",False
3292,2,M460,WASHINGTON IRVING HS - M,SCA CIP,EXT. MASONRY/ROOF/PARAPET/ FLOOD ELIM./WINDOWS/GYM,"CM, F&E",In-Progress,12/12/2016,12/11/2019,,3233363,839645.0,830120.0,"DSF: 0000764372, 0000786993, 0000786994, 0000799952, 0000799953, 0000821658",False
3293,2,M460,GRAMERCY ARTS HS - MANHATTAN,SCA CIP,IP SURVEILLANCE CAMERAS,Scope,Complete,09/30/2016,02/06/2017,01/25/2017,11624,4157.0,4157.0,DSF: 0000843852,False
3294,2,M460,GRAMERCY ARTS HS - MANHATTAN,SCA CIP,IP SURVEILLANCE CAMERAS,Design,Complete,01/25/2017,07/25/2017,05/15/2017,42620,16758.0,16724.0,DSF: 0000843852,False
3295,2,M460,GRAMERCY ARTS HS - MANHATTAN,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,In-Progress,06/27/2017,03/23/2018,,451390,399079.0,1313.0,DSF: 0000843852,False
3296,2,M460,GRAMERCY ARTS HS - MANHATTAN,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",In-Progress,06/27/2017,03/23/2018,,314545,264191.0,23036.0,DSF: 0000843852,False
3297,2,M460,WASHINGTON IRVING HS - MANHATT,SCA CIP,ELECTRICAL SYSTEMS/PA SYSTEM,Scope,Complete,03/22/2016,05/13/2016,07/06/2016,93315,113598.0,113598.0,"DSF: 0000810292, 0000832371",False
3298,2,M460,WASHINGTON IRVING HS - MANHATT,SCA CIP,ELECTRICAL SYSTEMS/PA SYSTEM,Design,Complete,07/06/2016,11/07/2016,11/03/2016,373260,403814.0,360611.0,"DSF: 0000810292, 0000832371",False
3299,2,M460,WASHINGTON IRVING HS - MANHATT,SCA CIP,ELECTRICAL SYSTEMS/PA SYSTEM,Construction,In-Progress,02/21/2017,02/21/2019,,6998625,6339076.0,1522807.0,"DSF: 0000810292, 0000832371",False
3300,2,M460,WASHINGTON IRVING HS - MANHATT,SCA CIP,ELECTRICAL SYSTEMS/PA SYSTEM,"CM, F&E",In-Progress,02/21/2017,02/21/2019,,435470,287431.0,287116.0,"DSF: 0000810292, 0000832371",False
3301,2,M460,GRAMERCY ARTS HS - MANHATTAN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866344,True
3302,2,M460,GRAMERCY ARTS HS - MANHATTAN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,18000,18000.0,0.0,DSF: 0000866344,False
3303,2,M460,GRAMERCY ARTS HS - MANHATTAN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,264000,264000.0,0.0,DSF: 0000866344,False
3304,2,M460,GRAMERCY ARTS HS - MANHATTAN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,18000,18000.0,0.0,DSF: 0000866344,False
3305,10,X046,P.S. 46 - BRONX,SCA CIP,EXT MASONRY/FLOOD/PARAPETS/ROOFS,Construction,PNS,PNS,PNS,PNS,9721743,9721743.0,48273.0,"DSF: 0000794342, 0000794344, 0000794345, 0000794346",False
3306,10,X046,P.S. 46 - BRONX,SCA CIP,EXT MASONRY/FLOOD/PARAPETS/ROOFS,"CM, F&E",PNS,PNS,PNS,PNS,867713,867713.0,37657.0,"DSF: 0000794342, 0000794344, 0000794345, 0000794346",False
3307,10,X054,P.S. 54 - BRONX,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866341,True
3308,10,X054,P.S. 54 - BRONX,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,48000,48000.0,0.0,DSF: 0000866341,False
3309,10,X054,P.S. 54 - BRONX,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,704000,704000.0,0.0,DSF: 0000866341,False
3310,10,X054,P.S. 54 - BRONX,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,48000,48000.0,0.0,DSF: 0000866341,False
3311,10,X054,P.S. 54 - BRONX,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,In-Progress,12/21/2017,03/26/2018,,0,0.0,0.0,DSF: 0000867351,True
3312,10,X054,P.S. 54 - BRONX,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,PNS,PNS,PNS,PNS,15000,15000.0,0.0,DSF: 0000867351,False
3313,10,X054,P.S. 54 - BRONX,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,220000,220000.0,0.0,DSF: 0000867351,False
3314,10,X054,P.S. 54 - BRONX,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,"CM, F&E",PNS,PNS,PNS,PNS,15000,15000.0,0.0,DSF: 0000867351,False
3315,10,X056,P.S. 56 - BRONX,SCA Capacity,ADDITION,Scope,Complete,10/11/2012,04/08/2013,04/08/2013,994460,1029014.0,1029014.0,DSF: 0000752872,False
