project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,borough,over_budget_percentage,over_budget_amount,start_and_planned_end_diff
Q460,FLUSHING HS - QUEENS,DOE - Skilled Trades,ACE- STEAM SYSTEM UPGRADE,Construction,2015-07-25,,,352779.0,352779.0,DSF: 0000799833,False,queens,,,
Q515,TOWNSEND HARRIS HS - Q,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,2017-09-29,2018-03-29,18000.0,15755.0,8980.0,DSF: 0000823547,True,queens,50.0,9020.0,181.0
Q515,TOWNSEND HARRIS HS - Q,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,2017-05-23,,,115831.0,8121.0,DSF: 0000844714,False,queens,,,
Q026,P.S. 26 - QUEENS,SCA CIP,FLOOD ELIMINATION,Scope,2017-12-18,2018-05-04,25495.0,25495.0,0.0,DSF: 0000877959,True,queens,100.0,25495.0,137.0
K445,NEW UTRECHT HS - BROOKLYN,DOE- RESOA,FY14 RESO A SIGNAGE,Construction,2017-03-03,,35000.0,13048.0,13048.0,DSF: 0000798860,False,brooklyn,63.0,21952.0,
K446,NEW UTRECHT HS - BROOKLYN,SCA CIP,ATHLETIC FIELD REPAIRS,Construction,2017-02-06,2018-05-01,5951250.0,5458290.0,2396626.0,DSF: 0000783461,False,brooklyn,60.0,3554624.0,449.0
K446,NEW UTRECHT HS - BROOKLYN,SCA CIP,ATHLETIC FIELD REPAIRS,"CM, F&E",2017-02-06,2018-05-01,370300.0,140224.0,134849.0,DSF: 0000783461,False,brooklyn,64.0,235451.0,449.0
K486,I.S. 187 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,285800.0,0.0,DSF: 0000776493,True,brooklyn,,,190.0
K490,FORT HAMILTON HS - K,SCA CIP,POOL BOILER,Construction,2017-04-25,2018-07-18,4944375.0,4485614.0,614426.0,DSF: 0000799401,False,brooklyn,88.0,4329949.0,449.0
K490,FORT HAMILTON HS - K,SCA CIP,POOL BOILER,"CM, F&E",2017-04-25,2018-07-18,307650.0,221069.0,220874.0,DSF: 0000799401,False,brooklyn,28.000000000000004,86776.0,449.0
K490,FORT HAMILTON HS - K,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELD UPGRADE,Construction,2017-11-13,2019-02-05,4234560.0,3599147.0,25090.0,DSF: 0000843649,False,brooklyn,99.0,4209470.0,449.0
K490,FORT HAMILTON HS - K,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELD UPGRADE,"CM, F&E",2017-11-13,2019-02-05,288720.0,30523.0,30523.0,DSF: 0000843649,False,brooklyn,89.0,258197.0,449.0
K490,FORT HAMILTON HS - K,SCA IEH,IEH PO18-BEHIND GIRLS AND BOYS GYM EXITS,Construction,2016-04-27,,,11631.0,1631.0,DSF: 0000041046,False,brooklyn,,,
K505,FRANKLIN D. ROOSEVELT HS - K,SCA IEH,IEH PO18-1ST FL CORR GYM HALLWAY,Construction,2017-05-25,,,6900.0,0.0,DSF: 0000046967,True,brooklyn,,,
K505,FRANKLIN D. ROOSEVELT HS - K,DOE- RESOA,FY17 RESO A HYDROPONIC CLASSROOM,Construction,2017-07-19,,165030.0,165030.0,165030.0,DSF: 0000844169,False,brooklyn,0.0,0.0,
K613,PRE-K CENTER @ 369 93RD STREET,PRE-K,NEW SCHOOL,Construction,2016-07-11,2018-03-02,31008714.0,29326862.0,25441194.0,DSF: 0000821813,False,brooklyn,18.0,5567520.0,599.0
K613,PRE-K CENTER @ 369 93RD STREET,PRE-K,NEW SCHOOL,"CM, F&E",2016-07-11,2018-03-02,4366646.0,2901698.0,1549642.0,DSF: 0000821813,False,brooklyn,65.0,2817004.0,599.0
K746,P.S. 746 - BROOKLYN,SCA Capacity,NEW SCHOOL,Construction,2017-06-22,2020-03-07,104062134.0,94500391.0,3049134.0,DSF: 0000798186,False,brooklyn,97.0,101013000.0,989.0
K746,P.S. 746 - BROOKLYN,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",2017-06-22,2020-03-07,14654026.0,5073355.0,401868.0,DSF: 0000798186,False,brooklyn,97.0,14252158.0,989.0
K747,DISTRICT 20 PRE-K CENTER,SCA IEH,IEH PO18-ROOM 204,Construction,2017-06-02,,,11387.0,1076.0,DSF: 0000047105,False,brooklyn,,,
K762,PRE-K CENTER @ 1355 84TH ST,PRE-K,LEASE,Construction,2015-08-27,2016-05-01,2323718.0,62598.0,47115.0,DSF: 0000822162,True,brooklyn,98.0,2276603.0,248.0
K762,PRE-K CENTER @ 1355 84TH ST,PRE-K,LEASE,"CM, F&E",2015-08-27,2016-05-01,433996.0,115995.0,115275.0,DSF: 0000822162,True,brooklyn,73.0,318721.0,248.0
K767,DISTRICT 20 PRE-K CENTER,SCA IEH,IEH PO18-AUDITORIUM/GYM IN BASEMENT,Construction,2017-11-25,,,11056.0,0.0,DSF: 0000049466,True,brooklyn,,,
K807,P.S. 163 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,208842.0,0.0,DSF: 0000777043,True,brooklyn,,,190.0
K940,P.S. 170 - BROOKLYN,DOE - Skilled Trades,WATER HEATERS,Construction,2015-01-08,,,75150.0,3750.0,DSF: 0000799841,False,brooklyn,,,
K090,P.S. 90 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2015-08-06,,,508.0,456.0,DSF: 0000823654,False,brooklyn,,,
K095,P.S. 95 - BROOKLYN,SCA CIP,PARAPET/ROOFS/EXT MASONRY,Construction,2014-08-11,2015-11-03,5366230.0,7302167.0,4799699.0,"DSF: 0000026515, 0000779171, 0000779172",False,brooklyn,11.0,566531.0,449.0
K095,P.S. 95 - BROOKLYN,SCA CIP,PARAPET/ROOFS/EXT MASONRY,"CM, F&E",2014-08-11,2015-11-03,483787.0,671567.0,573746.0,"DSF: 0000026515, 0000779171, 0000779172",False,brooklyn,-19.0,-89959.0,449.0
K095,P.S. 95 - BROOKLYN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Design,2017-10-18,2018-02-23,41040.0,26421.0,6297.0,DSF: 0000844944,True,brooklyn,85.0,34743.0,128.0
K095,P.S. 95 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-03-02,,,500.0,0.0,DSF:,True,brooklyn,,,
K096,I.S. 096 SETH LOW,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-12-07,2018-01-15,125000.0,124273.0,124273.0,DSF: 0000844276,True,brooklyn,1.0,727.0,39.0
K096,I.S. 096 SETH LOW,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-12-07,2018-01-15,50000.0,49625.0,49625.0,DSF: 0000845498,True,brooklyn,1.0,375.0,39.0
K097,P.S. 97 - BROOKLYN,SCA Capacity,ADDITION,Design,2017-08-01,2018-03-30,3904256.0,3904256.0,540109.0,DSF: 0000798193,False,brooklyn,86.0,3364147.0,241.0
K097,P.S. 97 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION,Design,2017-10-11,2018-03-16,343992.0,343992.0,4594.0,DSF: 0000799391,True,brooklyn,99.0,339398.0,156.0
K097,P.S. 97 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL,Design,2017-10-11,2018-03-16,88108.0,88108.0,191.0,DSF: 0000779204,True,brooklyn,100.0,87917.0,156.0
K097,P.S. 97,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,2004-02-17,2005-12-29,77000.0,88645.0,53856.0,DSF: 0000012191,True,brooklyn,30.0,23144.0,681.0
K097,P.S. 97,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,2004-02-17,2005-12-29,12240.0,47683.0,45849.0,DSF: 0000012191,True,brooklyn,-275.0,-33609.0,681.0
K097,P.S. 97 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,263220.0,0.0,DSF: 0000776728,True,brooklyn,,,190.0
Q031,P.S. 31 - QUEENS,SCA CIP,CHIMNEY LINER REPLAC/PLANYC BOILER/CLIMATE/MASONRY,Construction,2017-05-08,2019-04-07,16151973.0,14655345.0,1569849.0,"DSF: 0000800273, 0000833494, 0000833495, 0000833496, 0000833500, 0000843954, 0000843955",False,queens,90.0,14582124.0,699.0
Q031,P.S. 31 - QUEENS,SCA CIP,CHIMNEY LINER REPLAC/PLANYC BOILER/CLIMATE/MASONRY,"CM, F&E",2017-05-08,2019-04-07,1156717.0,237515.0,203836.0,"DSF: 0000800273, 0000833494, 0000833495, 0000833496, 0000833500, 0000843954, 0000843955",False,queens,82.0,952881.0,699.0
Q031,P.S. 31 - QUEENS,DOE- RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,2017-07-14,,50000.0,260857.0,260857.0,DSF: 0000822857,True,queens,-422.0,-210857.0,
Q041,P.S. 41 - QUEENS,SCA CIP RESOA,FY17 RESO A ELECTRICAL SYSTEMS,Design,2017-04-17,2017-09-15,58200.0,46278.0,3656.0,DSF: 0000844955,True,queens,94.0,54544.0,151.0
Q067,J.H.S. 67 - QUEENS,DOE - Skilled Trades,VACUUM PUMP REPLACMENT,Construction,2016-02-19,,,62818.0,62818.0,DSF: 0000834056,False,queens,,,
Q074,I.S. 74 - QUEENS,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,2017-03-16,,,17268.0,17268.0,DSF: 0000865902,False,queens,,,
Q098,P.S. 98 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-08,,,170000.0,790.0,DSF: 0000866026,False,queens,,,
Q115,P.S. 115 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Construction,2016-10-24,2018-04-16,6237000.0,6141064.0,4539715.0,"DSF: 0000798279, 0000798280",False,queens,27.0,1697285.0,539.0
Q115,P.S. 115 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,"CM, F&E",2016-10-24,2018-04-16,388080.0,332646.0,284183.0,"DSF: 0000798279, 0000798280",False,queens,27.0,103897.0,539.0
Q115,P.S. 115 - QUEENS,SCA CIP,PARAPETS/EXT MASONRY,Construction,2017-07-12,2019-01-02,5568750.0,5164673.0,659090.0,"DSF: 0000834789, 0000834790",False,queens,88.0,4909660.0,539.0
Q115,P.S. 115 - QUEENS,SCA CIP,PARAPETS/EXT MASONRY,"CM, F&E",2017-07-12,2019-01-02,346500.0,88640.0,78052.0,"DSF: 0000834789, 0000834790",False,queens,77.0,268448.0,539.0
Q115,P.S. 115 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-01-27,,,134832.0,134832.0,DSF: 0000812703,False,queens,,,
Q130,P.S. 130 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-10-02,2018-04-02,24964.0,24964.0,4857.0,DSF: 0000867067,True,queens,81.0,20107.0,182.0
Q130,P.S. 130 - QUEENS,SCA IEH,"IEH PO18-ROOMS 202,221,219,314,316",Construction,2017-11-27,,,82244.0,7762.0,DSF: 0000049526,False,queens,,,
Q130,P.S. 130 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2015-09-08,,,562.0,504.0,DSF: 0000812959,False,queens,,,
Q158,J.H.S. 158 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-11,,,170000.0,1589.0,DSF: 0000866039,False,queens,,,
Q159,P.S. 159 - QUEENS,SCA CIP,FLOOD ELIMINATION,Scope,2017-12-18,2018-05-04,18720.0,18720.0,0.0,DSF: 0000880124,False,queens,100.0,18720.0,137.0
Q159,P.S. 159 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-11-15,,,500.0,0.0,DSF:,True,queens,,,
Q173,P.S. 173 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-11,,,170000.0,1453.0,DSF: 0000866041,False,queens,,,
Q177,Q177 SPED - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,Construction,2016-10-17,2018-04-09,8161174.0,7507540.0,3459225.0,"DSF: 0000790486, 0000798293",False,queens,57.99999999999999,4701949.0,539.0
Q177,Q177 SPED - QUEENS,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,"CM, F&E",2016-10-17,2018-04-09,693216.0,337068.0,266782.0,"DSF: 0000790486, 0000798293",False,queens,62.0,426434.0,539.0
Q177,Q177 SPED - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-11,,,170000.0,1527.0,DSF: 0000866042,False,queens,,,
Q191,P.S. 191 - QUEENS,DIIT - Project Conne,DATA/VOICE & WIRELESS NETWORK CABLE,Purch & Install,2009-02-06,2016-02-01,,763829.0,763829.0,DSF: 0000800170,False,queens,,,2551.0
Q205,P.S. 205 - QUEENS,SCA CIP,BOILER/CLIMATE CTRL/FLOOD/MASONRY/ ROOFS/PARAPETS,Construction,2017-07-12,2019-04-02,17528777.0,15736287.0,1223200.0,"DSF: 0000789227, 0000798368, 0000836272, 0000836273, 0000836274, 0000836276",False,queens,93.0,16305577.0,629.0
K100,P.S. 100 - BROOKLYN,Fast Track Projects,BOND FAILURE BTWN PLASTER COATS,Construction,2014-04-17,,,417159.0,412856.0,DSF: 0000029893,False,brooklyn,,,
K100,P.S. 100 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,446510.0,0.0,DSF: 0000776729,True,brooklyn,,,190.0
K101,P.S. 101 - BROOKLYN,SCA Capacity,ADDITION,Construction,2016-12-05,2020-08-15,74050878.0,67584185.0,18815635.0,DSF: 0000798192,False,brooklyn,75.0,55235243.0,1349.0
K101,P.S. 101 - BROOKLYN,SCA Capacity,ADDITION,"CM,Art,F&E",2016-12-05,2020-08-15,10427842.0,4537932.0,1244338.0,DSF: 0000798192,False,brooklyn,88.0,9183504.0,1349.0
K121,P.S. 121 - BROOKLYN,DOE- RESOA,FY15 RESO A ELECTRICAL SYSTEMS,Construction,2015-06-26,,100000.0,97734.0,97734.0,DSF: 0000800448,False,brooklyn,2.0,2266.0,
K128,P.S. 128 - BROOKLYN,SCA CIP,WINDOWS/EXT MASONRY,Construction,2017-05-12,2018-11-05,2208335.0,1974525.0,36711.0,"DSF: 0000822174, 0000822175",False,brooklyn,98.0,2171624.0,542.0
K128,P.S. 128 - BROOKLYN,SCA CIP,WINDOWS/EXT MASONRY,"CM, F&E",2017-05-12,2018-11-05,272317.0,35341.0,35341.0,"DSF: 0000822174, 0000822175",False,brooklyn,87.0,236976.0,542.0
K128,P.S. 128 - BROOKLYN,SCA IEH,"IEH PO18-RMS 109,208,305",Construction,2017-08-31,,,113151.0,10100.0,DSF: 0000048463,False,brooklyn,,,
K153,P.S. 153 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-03-02,,,500.0,500.0,DSF:,False,brooklyn,,,
K177,P.S. 177 - BROOKLYN,SCA IEH,"IEH PO18-RMS 409,359,455,556",Construction,2017-09-20,,,79782.0,13010.0,DSF: 0000048666,False,brooklyn,,,
K188,P.S. 188 - BROOKLYN,SCA CIP,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,Construction,2015-01-12,2017-01-10,15506166.0,15520361.0,13989256.0,"DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612",False,brooklyn,10.0,1516910.0,729.0
K188,P.S. 188 - BROOKLYN,SCA CIP,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,"CM, F&E",2015-01-12,2017-01-10,1110690.0,992209.0,982834.0,"DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612",False,brooklyn,12.0,127856.0,729.0
K188,P.S. 188 - BROOKLYN,DOE- RESOA,FY15 RESO A AUDITORIUM UPGRADE,Construction,2017-05-25,,250000.0,250000.0,33255.0,DSF: 0000800577,False,brooklyn,87.0,216745.0,
K209,P.S. 209 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-08-30,,,170000.0,680.0,DSF: 0000865971,False,brooklyn,,,
K212,P.S. 212 - BROOKLYN,SCA CIP,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS/WIN,Construction,2017-08-11,2019-05-02,14092875.0,12853464.0,640387.0,"DSF: 0000804350, 0000804351, 0000804352, 0000822685",False,brooklyn,95.0,13452488.0,629.0
K212,P.S. 212 - BROOKLYN,SCA CIP,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS/WIN,"CM, F&E",2017-08-11,2019-05-02,876890.0,49557.0,48627.0,"DSF: 0000804350, 0000804351, 0000804352, 0000822685",False,brooklyn,94.0,828263.0,629.0
K212,P.S. 212 - BROOKLYN,SCA CIP,DEFECTIVE STAIR LANDING,Construction,2017-06-30,2018-02-24,372794.0,367493.0,190167.0,DSF: 0000826760,False,brooklyn,49.0,182627.0,239.0
K212,P.S. 212 - BROOKLYN,SCA CIP,DEFECTIVE STAIR LANDING,"CM, F&E",2017-06-30,2018-02-24,86399.0,58414.0,50952.0,DSF: 0000826760,False,brooklyn,41.0,35447.0,239.0
K215,P.S. 215 - BROOKLYN,SCA CIP,EXT. MASONRY/PARAPETS/FLOOD ELIMINATION,Scope,2017-12-18,2018-05-04,91466.0,91466.0,0.0,"DSF: 0000871430, 0000871433, 0000871434",True,brooklyn,100.0,91466.0,137.0
K215,P.S. 215 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,251712.0,0.0,DSF: 0000776823,True,brooklyn,,,190.0
K216,P.S. 214 - BROOKLYN,SCA CIP RESOA,FY15 RESO A SUPPLEMENTAL COOLING,Design,2017-10-18,2018-02-22,64500.0,51339.0,6656.0,DSF: 0000800342,True,brooklyn,90.0,57844.0,127.0
K216,P.S. 216 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-08-30,,,170000.0,631.0,DSF: 0000865973,False,brooklyn,,,
K225,P.S. 225 - BROOKLYN,SCA CIP,FLOOD ELMNTN/ROOFS/EXTERIOR MASONRY/PARAPETS,Construction,2016-07-25,2018-01-15,9761625.0,9328837.0,7918462.0,"DSF: 0000735855, 0000758754, 0000758755, 0000775945",False,brooklyn,19.0,1843163.0,539.0
K225,P.S. 225 - BROOKLYN,SCA CIP,FLOOD ELMNTN/ROOFS/EXTERIOR MASONRY/PARAPETS,"CM, F&E",2016-07-25,2018-01-15,607390.0,590479.0,584402.0,"DSF: 0000735855, 0000758754, 0000758755, 0000775945",False,brooklyn,4.0,22988.0,539.0
K225,P.S. 225 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-08-30,,,170000.0,688.0,DSF: 0000865976,False,brooklyn,,,
K228,I.S. 228 - BROOKLYN,DOE- RESOA,FY17 RESO A BATHROOM UPGRADE,Construction,2016-08-05,,435000.0,435000.0,398785.0,DSF: 0000844692,False,brooklyn,8.0,36215.0,
K228,I.S. 228 - BROOKLYN,DOE - Skilled Trades,CAFETERIA SERVING LINE,Construction,2015-01-15,,,450000.0,800.0,DSF: 0000821597,False,brooklyn,,,
K228,I.S. 228 - BROOKLYN,DOE - Skilled Trades,SEWER EJECTOR PUMPS- STEEL HOLDING,Construction,2014-08-04,,,142579.0,142579.0,DSF: 0000844008,False,brooklyn,,,
K237,THE BROOKLYN SCHOOL OF INQUIRY,SCA CIP RESOA,RESO A ROOFTOP GREENHOUSE,Design,2016-04-04,2016-09-01,242378.0,185684.0,105409.0,DSF: 0000821680,False,brooklyn,56.99999999999999,136969.0,150.0
K237,THE BROOKLYN SCHOOL OF INQUIRY,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,104421.0,0.0,DSF: 0000776846,True,brooklyn,,,190.0
K237,THE ACADAMY OF TALENTED SCHOLA,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,104421.0,0.0,DSF: 0000776845,True,brooklyn,,,190.0
Q205,P.S. 205 - QUEENS,SCA CIP,BOILER/CLIMATE CTRL/FLOOD/MASONRY/ ROOFS/PARAPETS,"CM, F&E",2017-07-12,2019-04-02,1208078.0,175284.0,147647.0,"DSF: 0000789227, 0000798368, 0000836272, 0000836273, 0000836274, 0000836276",False,queens,88.0,1060431.0,629.0
Q205,P.S. 205 - QUEENS,SCA IEH,IEH PO18-AUDITORIUM CEILING,Construction,2017-11-06,,,14029.0,2814.0,DSF: 0000049254,False,queens,,,
Q205,P.S. 205 - QUEENS,DOE - Skilled Trades,AUDITORIUM ACOUSTICAL CEILING TILES REPLACEMENT,Construction,2017-11-28,,,83941.0,78264.0,DSF: 0000880778,False,queens,,,
Q216,J.H.S. 216 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Construction,2017-04-17,2018-07-17,6750856.0,6232022.0,2088506.0,"DSF: 0000791100, 0000798301",False,queens,69.0,4662350.0,456.0
Q216,J.H.S. 216 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,"CM, F&E",2017-04-17,2018-07-17,420054.0,307873.0,281690.0,"DSF: 0000791100, 0000798301",False,queens,33.0,138364.0,456.0
Q216,J.H.S. 216 GEORGE J. RYAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-11-17,2018-01-31,35000.0,34737.0,34737.0,DSF: 0000844461,True,queens,1.0,263.0,75.0
Q221,P.S. 221 - QUEENS,SCA IEH,IEH PO18-BASEMENT CEILING CORRIDOR,Construction,2017-09-21,,,89701.0,3096.0,DSF: 0000048685,False,queens,,,
Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP,TCU REMOVAL / PLAYGROUND REDEVELOPMENT,Construction,2017-01-04,2018-01-03,993745.0,890893.0,809368.0,DSF: 0000821803,False,queens,19.0,184377.0,364.0
Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP,TCU REMOVAL / PLAYGROUND REDEVELOPMENT,"CM, F&E",2017-01-04,2018-01-03,230310.0,79139.0,47586.0,DSF: 0000821803,False,queens,79.0,182724.0,364.0
Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS / MUSIC SUITE UPGRADE,Construction,2017-06-12,2018-03-08,748000.0,663202.0,99256.0,DSF: 0000822852,False,queens,87.0,648744.0,269.0
Q405,BAYSIDE HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS / MUSIC SUITE UPGRADE,"CM, F&E",2017-06-12,2018-03-08,53579.0,58047.0,7799.0,DSF: 0000822852,False,queens,85.0,45780.0,269.0
Q415,BENJAMIN N. CARDOZO HS - QUEEN,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,Construction,2016-11-02,2017-11-01,3287387.0,3022270.0,2089352.0,DSF: 0000822228,False,queens,36.0,1198035.0,364.0
Q415,BENJAMIN N. CARDOZO HS - QUEEN,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,"CM, F&E",2016-11-02,2017-11-01,204549.0,82628.0,45425.0,DSF: 0000822228,False,queens,78.0,159124.0,364.0
Q415,BENJAMIN N. CARDOZO HIGH SCHOO,DIIT - RESOA,FY16 RESO A LIBRARY UPGRADE,Purch & Install,2017-11-17,2018-03-01,350000.0,69474.0,69474.0,DSF: 0000822865,False,queens,80.0,280526.0,104.0
Q415,BENJAMIN N. CARDOZO HS - QUEEN,DOE- RESOA,FY16 RESO A LIBRARY UPGRADE,Construction,2016-12-02,,250000.0,275008.0,275008.0,DSF: 0000822865,False,queens,-10.0,-25008.0,
Q415,BENJAMIN N. CARDOZO HS - QUEEN,DOE - Skilled Trades,ACE- STEAM SYSTEM UPGRADE,Construction,2015-12-18,,,144835.0,7315.0,DSF: 0000799831,False,queens,,,
Q415,BENJAMIN N. CARDOZO HS - QUEEN,DOE - Skilled Trades,FULL ACCESSIBILTY,Construction,2017-01-25,,,354000.0,0.0,DSF: 0000845618,True,queens,,,
Q416,BENJAMIN N. CARDOZO HS - Q,SCA CIP,ATHLETIC FIELDS,Construction,2016-11-02,2017-11-01,5597444.0,5106921.0,2636934.0,DSF: 0000814735,False,queens,53.0,2960510.0,364.0
Q416,BENJAMIN N. CARDOZO HS - Q,SCA CIP,ATHLETIC FIELDS,"CM, F&E",2016-11-02,2017-11-01,348285.0,236585.0,228715.0,DSF: 0000814735,False,queens,34.0,119570.0,364.0
Q430,FRANCIS LEWIS HS - QUEENS,SCA CIP,WATER PENETRATION,Construction,2017-02-06,2018-02-05,1652625.0,1508188.0,702066.0,DSF: 0000799991,False,queens,57.99999999999999,950559.0,364.0
Q430,FRANCIS LEWIS HS - QUEENS,SCA CIP,WATER PENETRATION,"CM, F&E",2017-02-06,2018-02-05,102830.0,104326.0,87152.0,DSF: 0000799991,False,queens,15.0,15678.0,364.0
Q430,FRANCIS LEWIS HS - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-11-30,2018-05-29,31445.0,31445.0,8130.0,DSF: 0000867117,False,queens,74.0,23315.0,180.0
Q430,FRANCIS LEWIS HS - QUEENS,SCA CIP RESOA,FY15 RESO A AUDITORIUM UPGRADE,Construction,2017-06-03,2017-11-29,572000.0,520945.0,3531.0,DSF: 0000800408,True,queens,99.0,568469.0,179.0
Q430,FRANCIS LEWIS HS - QUEENS,SCA CIP RESOA,FY15 RESO A AUDITORIUM UPGRADE,"CM, F&E",2017-06-03,2017-11-29,39000.0,49162.0,10394.0,DSF: 0000800408,False,queens,73.0,28606.0,179.0
Q434,FRANCIS LEWIS HS ANNEX - QUEEN,SCA Capacity,NEW SCHOOL,Design,2017-09-15,2018-04-11,4264320.0,4264320.0,901211.0,DSF: 0000821799,False,queens,79.0,3363109.0,208.0
Q434,FRANCIS LEWIS HS ANNEX - QUEEN,SCA CIP,DEMOLITION,Construction,2017-12-18,2018-12-17,2574000.0,2360417.0,3330.0,DSF: 0000821799,False,queens,100.0,2570670.0,364.0
Q434,FRANCIS LEWIS HS ANNEX - QUEEN,SCA CIP,DEMOLITION,"CM, F&E",2017-12-18,2018-12-17,160160.0,23665.0,23560.0,DSF: 0000821799,False,queens,85.0,136600.0,364.0
Q435,MARTIN VAN BUREN HS - QUEENS,SCA CIP,RENEWAL SCHOOL BASED HEALTH CENTER,Construction,2017-04-10,2018-04-09,2057625.0,1978723.0,778432.0,DSF: 0000843892,False,queens,62.0,1279193.0,364.0
Q435,MARTIN VAN BUREN HS - QUEENS,SCA CIP,RENEWAL SCHOOL BASED HEALTH CENTER,"CM, F&E",2017-04-10,2018-04-09,128030.0,79043.0,65264.0,DSF: 0000843892,False,queens,49.0,62766.0,364.0
Q435,MARTIN VAN BUREN HS - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-11-30,2018-05-29,35514.0,35514.0,6914.0,DSF: 0000867059,False,queens,81.0,28600.0,180.0
Q435,MARTIN VAN BUREN HS - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Scope,2017-11-22,2018-03-28,3684.0,3684.0,1679.0,DSF: 0000868293,True,queens,54.0,2005.0,126.0
